instance,profile,run,iteration,total_iterations,cost,k,optimal_cost,optimal_k,elapsed,routes
A-n45-k7,HAS,3,134,7955,1195.4015316244054,7,1146.0,7,1.8624446392059326,"[[0, 38, 17, 23, 25, 15, 10, 8, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 35, 34, 26, 21, 4, 2, 12, 0], [0, 9, 14, 33, 44, 24, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 22, 5, 30, 37, 1, 42, 0], [0, 31, 19, 36, 29, 0]]"
A-n45-k7,HAS,3,182,7955,1192.3977859424388,7,1146.0,7,2.553203582763672,"[[0, 38, 17, 23, 25, 15, 10, 8, 0], [0, 35, 34, 26, 21, 4, 2, 12, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 9, 14, 33, 44, 24, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 22, 5, 30, 37, 1, 42, 0], [0, 31, 19, 36, 29, 0]]"
A-n45-k7,HAS,3,278,7955,1192.3977859424385,7,1146.0,7,3.8712587356567383,"[[0, 38, 17, 23, 25, 15, 10, 8, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 35, 34, 26, 21, 4, 2, 12, 0], [0, 9, 14, 33, 44, 24, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 22, 5, 30, 37, 1, 42, 0], [0, 31, 19, 36, 29, 0]]"
A-n45-k7,HAS,3,319,7955,1192.074660595533,7,1146.0,7,4.440659284591675,"[[0, 22, 5, 30, 37, 1, 42, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 35, 34, 26, 21, 4, 2, 12, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 8, 10, 15, 25, 23, 17, 38, 0], [0, 24, 44, 33, 14, 0], [0, 9, 19, 36, 29, 31, 0]]"
A-n45-k7,HAS,3,322,7955,1190.3128493221393,7,1146.0,7,4.481266736984253,"[[0, 38, 17, 23, 25, 15, 10, 8, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 35, 34, 26, 21, 4, 2, 12, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 22, 5, 30, 37, 1, 42, 0], [0, 9, 14, 33, 44, 24, 0], [0, 31, 19, 36, 29, 0]]"
A-n45-k7,HAS,3,328,7955,1190.312849322139,7,1146.0,7,4.564162254333496,"[[0, 38, 17, 23, 25, 15, 10, 8, 0], [0, 35, 34, 26, 21, 4, 2, 12, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 9, 14, 33, 44, 24, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 42, 1, 37, 30, 5, 22, 0], [0, 31, 19, 36, 29, 0]]"
A-n45-k7,HAS,3,368,7955,1190.3128493221388,7,1146.0,7,5.112786769866943,"[[0, 38, 17, 23, 25, 15, 10, 8, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 12, 2, 4, 21, 26, 34, 35, 0], [0, 9, 14, 33, 44, 24, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 42, 1, 37, 30, 5, 22, 0], [0, 31, 36, 19, 29, 0]]"
A-n45-k7,HAS,3,1872,7955,1188.7230797080244,7,1146.0,7,25.95430612564087,"[[0, 40, 20, 16, 7, 18, 13, 32, 39, 0], [0, 12, 2, 4, 26, 34, 35, 0], [0, 38, 17, 23, 25, 15, 10, 8, 0], [0, 9, 14, 33, 44, 24, 0], [0, 22, 5, 30, 37, 1, 42, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 21, 29, 36, 19, 31, 0]]"
A-n45-k7,HAS,3,2279,7955,1185.685448795509,7,1146.0,7,31.55164098739624,"[[0, 8, 10, 15, 25, 23, 17, 38, 0], [0, 12, 2, 4, 26, 34, 35, 0], [0, 39, 21, 41, 43, 11, 3, 28, 6, 0], [0, 9, 14, 33, 44, 24, 0], [0, 32, 13, 18, 7, 16, 20, 40, 0], [0, 22, 5, 30, 37, 1, 42, 0], [0, 27, 29, 19, 36, 31, 0]]"
A-n45-k7,HAS,3,2385,7955,1178.6524154268025,7,1146.0,7,33.00490736961365,"[[0, 38, 17, 23, 25, 15, 10, 8, 0], [0, 39, 34, 26, 4, 2, 12, 0], [0, 35, 32, 13, 18, 7, 16, 20, 40, 0], [0, 9, 14, 33, 44, 24, 21, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 22, 5, 30, 37, 1, 42, 0], [0, 31, 19, 36, 29, 0]]"
A-n45-k7,HAS,3,3693,7955,1178.6524154268022,7,1146.0,7,51.18827223777771,"[[0, 38, 17, 23, 25, 15, 10, 8, 0], [0, 35, 32, 13, 18, 7, 16, 20, 40, 0], [0, 39, 34, 26, 4, 2, 12, 0], [0, 21, 24, 44, 33, 14, 9, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 42, 1, 37, 30, 5, 22, 0], [0, 31, 19, 36, 29, 0]]"
A-n45-k7,HAS,4,0,7955,1368.0729907750615,7,1146.0,7,0.018410921096801758,"[[0, 12, 2, 4, 21, 26, 34, 35, 0], [0, 39, 9, 8, 20, 16, 7, 40, 18, 13, 32, 0], [0, 25, 23, 1, 37, 42, 15, 0], [0, 28, 3, 43, 11, 44, 0], [0, 38, 17, 10, 22, 5, 0], [0, 27, 41, 29, 19, 36, 31, 0], [0, 6, 24, 14, 33, 30, 0]]"
A-n45-k7,HAS,4,1,7955,1309.7723295542025,7,1146.0,7,0.03622889518737793,"[[0, 32, 13, 18, 7, 16, 20, 38, 8, 9, 39, 0], [0, 35, 34, 26, 21, 4, 2, 12, 0], [0, 40, 23, 25, 42, 15, 17, 0], [0, 6, 28, 44, 33, 24, 0], [0, 27, 29, 41, 43, 11, 3, 0], [0, 10, 1, 37, 22, 5, 0], [0, 14, 31, 36, 19, 30, 0]]"
A-n45-k7,HAS,4,3,7955,1251.2401831801635,7,1146.0,7,0.07198357582092285,"[[0, 38, 17, 23, 25, 42, 15, 8, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 12, 2, 4, 21, 26, 34, 35, 0], [0, 10, 22, 5, 31, 29, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 24, 44, 33, 14, 9, 0], [0, 1, 37, 30, 19, 36, 0]]"
A-n45-k7,HAS,4,12,7955,1251.0389760206824,7,1146.0,7,0.20346856117248535,"[[0, 35, 34, 26, 21, 4, 2, 12, 0], [0, 39, 32, 8, 38, 20, 16, 7, 40, 18, 13, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 9, 14, 33, 44, 24, 0], [0, 10, 15, 42, 23, 25, 0], [0, 17, 1, 37, 30, 22, 0], [0, 5, 19, 36, 29, 31, 0]]"
A-n45-k7,HAS,4,18,7955,1250.447384365701,7,1146.0,7,0.289656400680542,"[[0, 38, 17, 23, 25, 42, 15, 8, 9, 0], [0, 39, 32, 13, 16, 20, 7, 40, 18, 0], [0, 35, 34, 26, 21, 4, 2, 12, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 24, 44, 33, 5, 14, 0], [0, 10, 1, 37, 30, 22, 0], [0, 31, 19, 36, 29, 0]]"
A-n45-k7,HAS,4,21,7955,1247.847660928599,7,1146.0,7,0.33043909072875977,"[[0, 31, 29, 19, 36, 10, 0], [0, 35, 34, 26, 21, 4, 2, 12, 0], [0, 39, 32, 8, 38, 20, 16, 7, 40, 18, 13, 0], [0, 9, 14, 33, 44, 24, 0], [0, 22, 5, 30, 37, 1, 42, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 17, 23, 25, 15, 0]]"
A-n45-k7,HAS,4,26,7955,1245.9143070424852,7,1146.0,7,0.39995503425598145,"[[0, 31, 29, 36, 19, 5, 0], [0, 39, 32, 8, 38, 20, 16, 7, 40, 18, 13, 0], [0, 35, 34, 26, 21, 4, 2, 12, 0], [0, 15, 42, 25, 23, 17, 0], [0, 9, 14, 33, 44, 24, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 10, 1, 37, 30, 22, 0]]"
A-n45-k7,HAS,4,27,7955,1236.9482266699783,7,1146.0,7,0.41346049308776855,"[[0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 39, 32, 8, 38, 20, 16, 7, 40, 18, 13, 0], [0, 12, 2, 4, 21, 26, 34, 35, 0], [0, 9, 14, 33, 44, 24, 0], [0, 22, 5, 30, 37, 1, 42, 0], [0, 10, 15, 25, 23, 17, 0], [0, 31, 36, 19, 29, 0]]"
A-n45-k7,HAS,4,38,7955,1230.0990198022907,7,1146.0,7,0.5639503002166748,"[[0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 12, 2, 4, 21, 26, 34, 35, 0], [0, 8, 15, 42, 25, 23, 17, 38, 0], [0, 9, 14, 33, 44, 24, 0], [0, 10, 22, 5, 31, 29, 0], [0, 1, 37, 30, 19, 36, 0]]"
A-n45-k7,HAS,4,41,7955,1226.925850629918,7,1146.0,7,0.6048409938812256,"[[0, 35, 34, 26, 21, 4, 2, 12, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 8, 15, 42, 25, 23, 17, 38, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 9, 14, 33, 44, 24, 0], [0, 10, 22, 5, 31, 29, 0], [0, 1, 37, 30, 19, 36, 0]]"
A-n45-k7,HAS,4,64,7955,1222.9265898169301,7,1146.0,7,0.9240624904632568,"[[0, 30, 36, 19, 29, 31, 0], [0, 35, 34, 26, 4, 2, 12, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 21, 24, 44, 33, 14, 9, 0], [0, 8, 15, 42, 25, 23, 17, 38, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 10, 1, 37, 22, 5, 0]]"
A-n45-k7,HAS,4,67,7955,1219.6000329922174,7,1146.0,7,0.965203046798706,"[[0, 35, 34, 26, 4, 2, 12, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 8, 15, 42, 25, 23, 17, 38, 0], [0, 21, 24, 44, 33, 14, 9, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 1, 37, 30, 19, 31, 0], [0, 10, 22, 5, 36, 29, 0]]"
A-n45-k7,HAS,4,85,7955,1217.388140342765,7,1146.0,7,1.2234978675842285,"[[0, 31, 29, 19, 36, 5, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 12, 2, 4, 26, 34, 35, 0], [0, 21, 9, 15, 42, 25, 23, 17, 38, 8, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 24, 44, 33, 14, 0], [0, 10, 1, 37, 30, 22, 0]]"
A-n45-k7,HAS,4,91,7955,1213.3879390644975,7,1146.0,7,1.3068780899047852,"[[0, 31, 29, 19, 36, 5, 0], [0, 12, 2, 4, 26, 34, 35, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 21, 9, 15, 42, 25, 23, 17, 38, 8, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 24, 44, 33, 14, 0], [0, 10, 1, 37, 30, 22, 0]]"
A-n45-k7,HAS,4,118,7955,1206.6257521037312,7,1146.0,7,1.6798818111419678,"[[0, 31, 29, 19, 36, 5, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 35, 34, 26, 4, 2, 12, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 8, 25, 15, 42, 23, 17, 38, 0], [0, 21, 24, 44, 33, 14, 9, 0], [0, 22, 30, 37, 1, 10, 0]]"
A-n45-k7,HAS,4,124,7955,1206.625752103731,7,1146.0,7,1.7622613906860352,"[[0, 8, 25, 15, 42, 23, 17, 38, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 35, 34, 26, 4, 2, 12, 0], [0, 21, 24, 44, 33, 14, 9, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 10, 1, 37, 30, 22, 0], [0, 5, 19, 36, 29, 31, 0]]"
A-n45-k7,HAS,4,177,7955,1200.608223693881,7,1146.0,7,2.512819528579712,"[[0, 31, 29, 36, 19, 5, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 9, 15, 42, 25, 23, 17, 38, 8, 0], [0, 35, 34, 26, 4, 2, 12, 0], [0, 10, 1, 37, 30, 22, 0], [0, 21, 24, 44, 33, 14, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0]]"
A-n45-k7,HAS,4,407,7955,1199.690228915843,7,1146.0,7,5.70191502571106,"[[0, 5, 36, 19, 29, 31, 0], [0, 35, 34, 26, 4, 2, 12, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 21, 24, 44, 33, 14, 0], [0, 9, 15, 42, 25, 23, 17, 38, 8, 0], [0, 27, 41, 43, 11, 3, 28, 6, 0], [0, 10, 1, 37, 30, 22, 0]]"
A-n45-k7,HAS,4,977,7955,1199.6902289158422,7,1146.0,7,13.56303882598877,"[[0, 40, 20, 16, 7, 18, 13, 32, 39, 0], [0, 12, 2, 4, 26, 34, 35, 0], [0, 21, 24, 44, 33, 14, 0], [0, 9, 15, 42, 25, 23, 17, 38, 8, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 10, 1, 37, 30, 22, 0], [0, 5, 36, 19, 29, 31, 0]]"
A-n45-k7,HAS,4,1081,7955,1197.435054521508,7,1146.0,7,14.985321521759033,"[[0, 31, 29, 36, 19, 5, 0], [0, 35, 34, 26, 4, 2, 12, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 9, 15, 42, 25, 23, 17, 38, 8, 0], [0, 21, 24, 44, 33, 14, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 10, 1, 37, 30, 22, 0]]"
A-n45-k7,HAS,4,1400,7955,1194.8781751389074,7,1146.0,7,19.45091152191162,"[[0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 32, 13, 18, 7, 16, 20, 40, 0], [0, 35, 34, 26, 4, 2, 12, 0], [0, 39, 14, 33, 44, 24, 21, 0], [0, 9, 15, 42, 25, 23, 17, 38, 8, 0], [0, 31, 29, 36, 19, 5, 0], [0, 10, 1, 37, 30, 22, 0]]"
A-n45-k7,HAS,4,1627,7955,1194.878175138907,7,1146.0,7,22.530404090881348,"[[0, 31, 29, 36, 19, 5, 0], [0, 12, 2, 4, 26, 34, 35, 0], [0, 39, 14, 33, 44, 24, 21, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 32, 13, 18, 7, 16, 20, 40, 0], [0, 9, 15, 42, 25, 23, 17, 38, 8, 0], [0, 10, 1, 37, 30, 22, 0]]"
A-n45-k7,HAS,4,1979,7955,1192.6230007445724,7,1146.0,7,27.389713764190674,"[[0, 31, 29, 36, 19, 5, 0], [0, 32, 13, 18, 7, 16, 20, 40, 0], [0, 35, 34, 26, 4, 2, 12, 0], [0, 39, 14, 33, 44, 24, 21, 0], [0, 9, 15, 42, 25, 23, 17, 38, 8, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 10, 1, 37, 30, 22, 0]]"
A-n45-k7,HAS,4,2818,7955,1192.6230007445722,7,1146.0,7,38.88033080101013,"[[0, 35, 34, 26, 4, 2, 12, 0], [0, 39, 14, 33, 44, 24, 21, 0], [0, 32, 13, 18, 7, 16, 20, 40, 0], [0, 9, 15, 42, 25, 23, 17, 38, 8, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 10, 1, 37, 30, 22, 0], [0, 31, 29, 19, 36, 5, 0]]"
A-n45-k7,HAS,4,3144,7955,1191.5572279143025,7,1146.0,7,43.36158299446106,"[[0, 31, 29, 19, 36, 5, 0], [0, 40, 20, 16, 7, 18, 13, 32, 35, 0], [0, 39, 34, 26, 4, 2, 12, 0], [0, 8, 15, 42, 25, 23, 17, 38, 0], [0, 21, 24, 44, 33, 14, 9, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 10, 1, 37, 30, 22, 0]]"
A-n45-k7,HAS,4,6294,7955,1191.2656421355434,7,1146.0,7,86.36373734474182,"[[0, 22, 30, 37, 1, 10, 0], [0, 12, 2, 4, 26, 34, 35, 0], [0, 39, 14, 33, 44, 24, 21, 0], [0, 32, 13, 18, 7, 16, 20, 40, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 8, 38, 17, 23, 25, 42, 15, 9, 0], [0, 5, 19, 36, 29, 31, 0]]"
A-n45-k7,HAS,4,6741,7955,1189.0104677412091,7,1146.0,7,92.50866293907166,"[[0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 35, 34, 26, 4, 2, 12, 0], [0, 32, 13, 18, 7, 16, 20, 40, 0], [0, 39, 14, 33, 44, 24, 21, 0], [0, 8, 38, 17, 23, 25, 42, 15, 9, 0], [0, 31, 29, 19, 36, 5, 0], [0, 10, 1, 37, 30, 22, 0]]"
A-n45-k7,HAS-SAV,0,0,7955,1346.204717595747,7,1146.0,7,0.01802515983581543,"[[0, 38, 17, 23, 25, 15, 10, 8, 0], [0, 40, 20, 16, 7, 18, 13, 32, 39, 0], [0, 34, 21, 3, 28, 6, 4, 26, 0], [0, 2, 14, 5, 31, 30, 22, 35, 0], [0, 12, 24, 44, 33, 0], [0, 11, 43, 41, 29, 36, 0], [0, 9, 42, 1, 37, 19, 27, 0]]"
A-n45-k7,HAS-SAV,0,1,7955,1308.487012507805,7,1146.0,7,0.035974979400634766,"[[0, 32, 9, 8, 38, 20, 16, 7, 40, 18, 13, 0], [0, 12, 28, 6, 4, 21, 34, 26, 2, 0], [0, 39, 10, 15, 42, 23, 25, 0], [0, 35, 14, 33, 44, 24, 0], [0, 3, 11, 43, 41, 19, 31, 0], [0, 5, 22, 37, 1, 17, 0], [0, 30, 36, 29, 27, 0]]"
A-n45-k7,HAS-SAV,0,5,7955,1304.8591616639146,7,1146.0,7,0.10652804374694824,"[[0, 18, 13, 32, 35, 34, 26, 2, 0], [0, 12, 4, 21, 9, 8, 38, 20, 16, 7, 40, 0], [0, 39, 10, 15, 42, 23, 25, 0], [0, 6, 28, 3, 11, 43, 41, 29, 0], [0, 22, 5, 30, 36, 31, 0], [0, 17, 1, 37, 19, 27, 0], [0, 14, 33, 44, 24, 0]]"
A-n45-k7,HAS-SAV,0,12,7955,1266.4347044294084,7,1146.0,7,0.20128703117370605,"[[0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 12, 2, 4, 21, 26, 34, 35, 0], [0, 39, 9, 8, 38, 20, 16, 7, 18, 13, 32, 0], [0, 31, 29, 36, 19, 5, 0], [0, 40, 17, 23, 25, 42, 15, 0], [0, 10, 1, 37, 30, 22, 0], [0, 14, 33, 44, 24, 0]]"
A-n45-k7,HAS-SAV,0,16,7955,1264.448588270124,7,1146.0,7,0.25411081314086914,"[[0, 1, 37, 30, 5, 22, 0], [0, 12, 2, 4, 21, 26, 34, 35, 0], [0, 39, 9, 8, 38, 20, 16, 7, 18, 13, 32, 0], [0, 40, 17, 23, 25, 42, 15, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 10, 36, 19, 29, 31, 0], [0, 14, 33, 44, 24, 0]]"
A-n45-k7,HAS-SAV,0,24,7955,1253.8854289542567,7,1146.0,7,0.3591344356536865,"[[0, 13, 18, 7, 16, 20, 38, 8, 9, 21, 34, 0], [0, 12, 2, 4, 26, 39, 35, 32, 0], [0, 40, 17, 23, 25, 42, 15, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 31, 29, 36, 19, 5, 0], [0, 10, 1, 37, 30, 22, 0], [0, 24, 44, 33, 14, 0]]"
A-n45-k7,HAS-SAV,0,34,7955,1247.1578095925415,7,1146.0,7,0.49297213554382324,"[[0, 27, 41, 43, 11, 3, 28, 6, 0], [0, 35, 34, 26, 4, 21, 9, 8, 38, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 12, 2, 24, 44, 33, 14, 0], [0, 22, 5, 30, 37, 1, 42, 0], [0, 10, 15, 25, 23, 17, 0], [0, 31, 19, 36, 29, 0]]"
A-n45-k7,HAS-SAV,0,40,7955,1239.3856482509605,7,1146.0,7,0.5715696811676025,"[[0, 38, 17, 23, 25, 42, 15, 8, 9, 0], [0, 12, 2, 4, 26, 34, 35, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 21, 24, 44, 33, 5, 14, 0], [0, 10, 1, 37, 30, 22, 0], [0, 31, 19, 36, 29, 0]]"
A-n45-k7,HAS-SAV,0,43,7955,1230.0898908496065,7,1146.0,7,0.6109797954559326,"[[0, 14, 33, 44, 24, 21, 0], [0, 12, 2, 4, 26, 34, 35, 0], [0, 39, 9, 8, 38, 20, 16, 7, 18, 13, 32, 0], [0, 40, 17, 23, 42, 15, 25, 0], [0, 31, 29, 36, 19, 5, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 10, 1, 37, 30, 22, 0]]"
A-n45-k7,HAS-SAV,0,104,7955,1227.835137362104,7,1146.0,7,1.4109888076782227,"[[0, 32, 13, 18, 7, 16, 20, 38, 8, 9, 21, 39, 0], [0, 12, 2, 4, 26, 34, 35, 0], [0, 10, 15, 25, 23, 17, 0], [0, 40, 42, 1, 37, 30, 22, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 5, 36, 19, 29, 31, 0], [0, 14, 33, 44, 24, 0]]"
A-n45-k7,HAS-SAV,0,105,7955,1221.4548144452585,7,1146.0,7,1.4239604473114014,"[[0, 8, 15, 42, 25, 23, 17, 38, 0], [0, 39, 32, 13, 18, 16, 20, 7, 40, 0], [0, 35, 34, 26, 4, 2, 12, 0], [0, 21, 24, 44, 33, 14, 9, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 10, 22, 5, 19, 31, 0], [0, 29, 36, 30, 37, 1, 0]]"
A-n45-k7,HAS-SAV,0,131,7955,1219.8498630500258,7,1146.0,7,1.77325439453125,"[[0, 8, 15, 42, 25, 23, 17, 38, 0], [0, 12, 2, 4, 21, 26, 34, 35, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 9, 14, 33, 44, 24, 0], [0, 5, 19, 36, 29, 31, 0], [0, 10, 1, 37, 30, 22, 0]]"
A-n45-k7,HAS-SAV,0,156,7955,1212.1883251624,7,1146.0,7,2.112767457962036,"[[0, 40, 20, 16, 7, 18, 13, 32, 39, 0], [0, 12, 2, 4, 21, 26, 34, 35, 0], [0, 8, 15, 42, 25, 23, 17, 38, 0], [0, 9, 14, 33, 44, 24, 0], [0, 27, 41, 43, 11, 3, 28, 6, 0], [0, 31, 29, 19, 36, 5, 0], [0, 10, 1, 37, 30, 22, 0]]"
A-n45-k7,HAS-SAV,0,167,7955,1211.7367511947396,7,1146.0,7,2.268280506134033,"[[0, 38, 17, 23, 42, 15, 25, 8, 9, 0], [0, 12, 2, 4, 21, 26, 34, 35, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 31, 29, 19, 36, 5, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 24, 44, 33, 14, 0], [0, 10, 1, 37, 30, 22, 0]]"
A-n45-k7,HAS-SAV,0,169,7955,1210.225851829381,7,1146.0,7,2.295964002609253,"[[0, 31, 29, 19, 36, 5, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 35, 34, 26, 21, 4, 2, 12, 0], [0, 8, 15, 42, 25, 23, 17, 38, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 9, 14, 33, 44, 24, 0], [0, 10, 1, 37, 30, 22, 0]]"
A-n45-k7,HAS-SAV,0,265,7955,1205.4728362039737,7,1146.0,7,3.6158297061920166,"[[0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 39, 34, 26, 21, 4, 2, 12, 0], [0, 8, 15, 42, 25, 23, 17, 38, 0], [0, 35, 32, 13, 18, 7, 16, 20, 40, 0], [0, 10, 1, 37, 30, 22, 0], [0, 9, 14, 33, 44, 24, 0], [0, 31, 29, 19, 36, 5, 0]]"
A-n45-k7,HAS-SAV,0,270,7955,1202.836330814243,7,1146.0,7,3.683286666870117,"[[0, 12, 2, 4, 21, 26, 34, 39, 0], [0, 35, 32, 13, 18, 7, 16, 20, 40, 0], [0, 8, 15, 42, 25, 23, 17, 38, 0], [0, 9, 5, 19, 36, 29, 31, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 24, 44, 33, 14, 0], [0, 10, 1, 37, 30, 22, 0]]"
A-n45-k7,HAS-SAV,0,1205,7955,1201.468352466675,7,1146.0,7,16.415300607681274,"[[0, 31, 29, 19, 36, 5, 0], [0, 35, 34, 26, 21, 4, 2, 12, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 9, 15, 42, 25, 23, 17, 38, 8, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 10, 1, 37, 30, 22, 0], [0, 24, 44, 33, 14, 0]]"
A-n45-k7,HAS-SAV,0,1606,7955,1193.9636466985448,7,1146.0,7,21.87994122505188,"[[0, 8, 15, 42, 25, 23, 17, 38, 0], [0, 12, 2, 4, 26, 34, 35, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 9, 14, 33, 44, 24, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 21, 31, 29, 19, 36, 5, 0], [0, 10, 1, 37, 30, 22, 0]]"
A-n45-k7,HAS-SAV,0,4800,7955,1193.9636466985446,7,1146.0,7,66.04565858840942,"[[0, 8, 15, 42, 25, 23, 17, 38, 0], [0, 9, 14, 33, 44, 24, 0], [0, 39, 32, 13, 18, 7, 16, 20, 40, 0], [0, 35, 34, 26, 4, 2, 12, 0], [0, 6, 28, 3, 11, 43, 41, 27, 0], [0, 21, 31, 29, 19, 36, 5, 0], [0, 22, 30, 37, 1, 10, 0]]"
A-n45-k7,HAS-SAV,1,0,7955,1337.7893991485507,7,1146.0,7,0.01837015151977539,"[[0, 17, 23, 42, 15, 25, 0], [0, 34, 26, 21, 22, 10, 38, 8, 9, 0], [0, 12, 2, 4, 6, 28, 3, 44, 0], [0, 35, 32, 13, 18, 7, 16, 20, 40, 0], [0, 39, 31, 29, 19, 30, 5, 0], [0, 14, 33, 27, 41, 43, 11, 0], [0, 24, 36, 37, 1, 0]]"
A-n45-k7,HAS-SAV,1,2,7955,1317.6933478118701,7,1146.0,7,0.05381011962890625,"[[0, 18, 7, 20, 16, 13, 32, 35, 0], [0, 39, 21, 28, 6, 4, 26, 34, 0], [0, 12, 2, 3, 11, 43, 41, 27, 0], [0, 40, 23, 42, 15, 25, 17, 38, 8, 0], [0, 14, 31, 19, 29, 33, 0], [0, 10, 1, 37, 30, 22, 0], [0, 9, 5, 36, 44, 24, 0]]"
A-n45-k7,HAS-SAV,1,7,7955,1308.2839765530318,7,1146.0,7,0.13369250297546387,"[[0, 31, 19, 37, 1, 42, 23, 25, 0], [0, 35, 21, 28, 6, 4, 26, 34, 0], [0, 39, 9, 8, 38, 20, 16, 7, 18, 13, 32, 0], [0, 12, 2, 24, 44, 33, 14, 0], [0, 40, 17, 15, 10, 0], [0, 3, 11, 43, 41, 29, 27, 0], [0, 22, 30, 36, 5, 0]]"
